OrderID,Product,QuantityOrdered,PriceEach,Street,City,ZIP,Month,Hour,OrderDateTime
229431,Lightning Charging Cable,1,14.95,645 7th St,Austin (TX),73301,Jul,11,2019-07-31T11:04:00Z
229432,AAA Batteries (4-pack),2,2.99,341 Jackson St,Seattle (WA),98101,Jul,9,2019-07-27T09:16:00Z
229433,Bose SoundSport Headphones,1,99.99,521 Hill St,Los Angeles (CA),90001,Jul,9,2019-07-21T09:40:00Z
229434,AAA Batteries (4-pack),2,2.99,75 Forest St,Portland (OR),97035,Jul,23,2019-07-29T23:23:00Z
229435,Lightning Charging Cable,1,14.95,603 Hill St,Seattle (WA),98101,Jul,8,2019-07-22T08:54:00Z
229436,Bose SoundSport Headphones,1,99.99,383 9th St,Austin (TX),73301,Jul,19,2019-07-20T19:02:00Z
229437,AA Batteries (4-pack),1,3.84,702 14th St,New York City (NY),10001,Jul,17,2019-07-20T17:13:00Z
229438,Flatscreen TV,1,300,565 4th St,San Francisco (CA),94016,Jul,20,2019-07-18T20:56:00Z
229439,Google Phone,1,600,578 Cherry St,Boston (MA),02215,Jul,14,2019-07-31T14:18:00Z
229440,USB-C Charging Cable,1,11.95,646 Dogwood St,Atlanta (GA),30301,Jul,11,2019-07-12T11:20:00Z
229441,AAA Batteries (4-pack),2,2.99,569 Lake St,Los Angeles (CA),90001,Jul,8,2019-07-13T08:47:00Z
229442,AA Batteries (4-pack),1,3.84,73 Wilson St,Boston (MA),02215,Jul,5,2019-07-31T05:00:00Z
229443,AAA Batteries (4-pack),2,2.99,771 Center St,Los Angeles (CA),90001,Jul,16,2019-07-14T16:29:00Z
229444,Wired Headphones,1,11.99,544 Jefferson St,Dallas (TX),75001,Jul,13,2019-07-15T13:43:00Z
229445,27in 4K Gaming Monitor,1,389.99,629 Willow St,Los Angeles (CA),90001,Jul,11,2019-07-11T11:09:00Z
229446,Apple Airpods Headphones,1,150,619 2nd St,San Francisco (CA),94016,Jul,12,2019-07-20T12:25:00Z
229447,Wired Headphones,1,11.99,943 Adams St,San Francisco (CA),94016,Jul,8,2019-07-21T08:57:00Z
229448,Wired Headphones,1,11.99,127 Jefferson St,Boston (MA),02215,Jul,14,2019-07-02T14:24:00Z
229449,Bose SoundSport Headphones,1,99.99,8 14th St,Seattle (WA),98101,Jul,10,2019-07-07T10:31:00Z
229450,27in 4K Gaming Monitor,1,389.99,294 11th St,Los Angeles (CA),90001,Jul,21,2019-07-13T21:11:00Z
229451,USB-C Charging Cable,1,11.95,294 Cedar St,Atlanta (GA),30301,Jul,21,2019-07-12T21:42:00Z
229452,AA Batteries (4-pack),1,3.84,868 Pine St,New York City (NY),10001,Jul,11,2019-07-02T11:54:00Z
229453,Apple Airpods Headphones,1,150,792 Walnut St,San Francisco (CA),94016,Jul,17,2019-07-02T17:20:00Z
229454,iPhone,1,700,995 Lakeview St,San Francisco (CA),94016,Jul,12,2019-07-01T12:43:00Z
229455,Apple Airpods Headphones,1,150,448 5th St,Los Angeles (CA),90001,Jul,20,2019-07-11T20:33:00Z
229456,34in Ultrawide Monitor,1,379.99,510 North St,Los Angeles (CA),90001,Jul,13,2019-07-06T13:38:00Z
229457,Lightning Charging Cable,1,14.95,437 North St,Atlanta (GA),30301,Jul,9,2019-07-13T09:53:00Z
229457,AA Batteries (4-pack),1,3.84,437 North St,Atlanta (GA),30301,Jul,9,2019-07-13T09:53:00Z
229458,Wired Headphones,1,11.99,292 Park St,Los Angeles (CA),90001,Jul,19,2019-07-11T19:34:00Z
229459,Flatscreen TV,1,300,105 Cherry St,New York City (NY),10001,Jul,13,2019-07-07T13:52:00Z
229460,34in Ultrawide Monitor,1,379.99,780 Main St,San Francisco (CA),94016,Jul,15,2019-07-10T15:38:00Z
229461,iPhone,1,700,965 13th St,San Francisco (CA),94016,Jul,11,2019-07-22T11:24:00Z
229462,Lightning Charging Cable,2,14.95,316 Jackson St,Atlanta (GA),30301,Jul,13,2019-07-10T13:39:00Z
229463,Apple Airpods Headphones,1,150,386 Hickory St,San Francisco (CA),94016,Jul,14,2019-07-09T14:03:00Z
229464,Apple Airpods Headphones,1,150,892 Walnut St,New York City (NY),10001,Jul,0,2019-07-09T00:08:00Z
229465,27in FHD Monitor,1,149.99,479 14th St,Atlanta (GA),30301,Jul,14,2019-07-04T14:52:00Z
229466,USB-C Charging Cable,1,11.95,96 12th St,Los Angeles (CA),90001,Jul,17,2019-07-27T17:00:00Z
229467,Wired Headphones,1,11.99,470 Jefferson St,Atlanta (GA),30301,Jul,13,2019-07-16T13:21:00Z
229468,Apple Airpods Headphones,1,150,395 Hill St,Los Angeles (CA),90001,Jul,14,2019-07-30T14:43:00Z
229469,Flatscreen TV,1,300,161 Washington St,Boston (MA),02215,Jul,17,2019-07-07T17:51:00Z
229470,Bose SoundSport Headphones,1,99.99,168 West St,Austin (TX),73301,Jul,23,2019-07-30T23:34:00Z
229471,Bose SoundSport Headphones,1,99.99,891 Lake St,Portland (ME),04101,Jul,18,2019-07-21T18:04:00Z
229472,20in Monitor,1,109.99,860 Lakeview St,Boston (MA),02215,Jul,14,2019-07-02T14:23:00Z
229473,ThinkPad Laptop,1,999.99,166 Chestnut St,Seattle (WA),98101,Jul,19,2019-07-09T19:13:00Z
229474,Wired Headphones,1,11.99,993 Dogwood St,San Francisco (CA),94016,Jul,16,2019-07-10T16:51:00Z
229475,AA Batteries (4-pack),1,3.84,630 4th St,San Francisco (CA),94016,Jul,13,2019-07-06T13:45:00Z
229476,AA Batteries (4-pack),1,3.84,131 Jackson St,Los Angeles (CA),90001,Jul,20,2019-07-14T20:22:00Z
229477,AAA Batteries (4-pack),1,2.99,502 2nd St,Boston (MA),02215,Jul,13,2019-07-30T13:37:00Z
229478,AAA Batteries (4-pack),2,2.99,272 West St,Portland (OR),97035,Jul,18,2019-07-08T18:08:00Z
229479,Bose SoundSport Headphones,1,99.99,810 Walnut St,Atlanta (GA),30301,Jul,8,2019-07-17T08:43:00Z
229480,Apple Airpods Headphones,1,150,146 5th St,Dallas (TX),75001,Jul,9,2019-07-19T09:07:00Z
229481,AAA Batteries (4-pack),1,2.99,355 Cherry St,Los Angeles (CA),90001,Jul,11,2019-07-11T11:45:00Z
229482,Flatscreen TV,1,300,692 14th St,New York City (NY),10001,Jul,20,2019-07-28T20:35:00Z
229483,AAA Batteries (4-pack),1,2.99,579 12th St,Los Angeles (CA),90001,Jul,17,2019-07-23T17:14:00Z
229484,AA Batteries (4-pack),1,3.84,246 Johnson St,San Francisco (CA),94016,Jul,15,2019-07-15T15:50:00Z
229485,Wired Headphones,1,11.99,741 Sunset St,New York City (NY),10001,Jul,18,2019-07-29T18:12:00Z
229486,Wired Headphones,1,11.99,132 10th St,Los Angeles (CA),90001,Jul,13,2019-07-09T13:17:00Z
229487,AA Batteries (4-pack),1,3.84,956 Dogwood St,Austin (TX),73301,Jul,16,2019-07-18T16:50:00Z
229488,iPhone,1,700,577 Adams St,San Francisco (CA),94016,Jul,22,2019-07-09T22:30:00Z
229488,Lightning Charging Cable,1,14.95,577 Adams St,San Francisco (CA),94016,Jul,22,2019-07-09T22:30:00Z
229489,Lightning Charging Cable,1,14.95,438 River St,Atlanta (GA),30301,Jul,17,2019-07-07T17:18:00Z
229490,27in FHD Monitor,1,149.99,782 North St,Seattle (WA),98101,Jul,0,2019-07-18T00:08:00Z
229491,Apple Airpods Headphones,1,150,912 Cherry St,New York City (NY),10001,Jul,10,2019-07-24T10:44:00Z
229492,Vareebadd Phone,1,400,175 Lincoln St,Los Angeles (CA),90001,Jul,22,2019-07-06T22:01:00Z
229493,USB-C Charging Cable,1,11.95,315 Cedar St,Los Angeles (CA),90001,Jul,23,2019-07-25T23:46:00Z
229494,AA Batteries (4-pack),1,3.84,162 10th St,San Francisco (CA),94016,Jul,13,2019-07-31T13:30:00Z
229495,27in FHD Monitor,1,149.99,706 1st St,Portland (OR),97035,Jul,22,2019-07-21T22:46:00Z
229496,AA Batteries (4-pack),1,3.84,401 13th St,San Francisco (CA),94016,Jul,14,2019-07-24T14:57:00Z
229497,AAA Batteries (4-pack),1,2.99,843 Wilson St,New York City (NY),10001,Jul,14,2019-07-11T14:30:00Z
229498,Bose SoundSport Headphones,1,99.99,325 Willow St,Seattle (WA),98101,Jul,23,2019-07-24T23:02:00Z
229499,Lightning Charging Cable,1,14.95,946 Walnut St,Seattle (WA),98101,Jul,19,2019-07-18T19:44:00Z
229500,Bose SoundSport Headphones,1,99.99,98 Park St,Dallas (TX),75001,Jul,11,2019-07-12T11:10:00Z
229501,AAA Batteries (4-pack),1,2.99,211 Wilson St,Seattle (WA),98101,Jul,19,2019-07-19T19:29:00Z
229502,AA Batteries (4-pack),3,3.84,641 Lincoln St,Los Angeles (CA),90001,Jul,14,2019-07-26T14:59:00Z
229503,Apple Airpods Headphones,1,150,555 Forest St,Boston (MA),02215,Jul,13,2019-07-20T13:02:00Z
229504,iPhone,1,700,17 Lincoln St,Atlanta (GA),30301,Jul,13,2019-07-22T13:18:00Z
229504,Apple Airpods Headphones,1,150,17 Lincoln St,Atlanta (GA),30301,Jul,13,2019-07-22T13:18:00Z
229505,Bose SoundSport Headphones,1,99.99,84 Madison St,New York City (NY),10001,Jul,0,2019-07-06T00:06:00Z
229506,Apple Airpods Headphones,1,150,897 Johnson St,Atlanta (GA),30301,Jul,22,2019-07-25T22:19:00Z
229507,Lightning Charging Cable,1,14.95,433 2nd St,Dallas (TX),75001,Jul,14,2019-07-16T14:09:00Z
229508,Lightning Charging Cable,1,14.95,587 Hickory St,Boston (MA),02215,Jul,11,2019-07-27T11:43:00Z
229509,USB-C Charging Cable,1,11.95,440 2nd St,San Francisco (CA),94016,Jul,13,2019-07-13T13:45:00Z
229510,34in Ultrawide Monitor,1,379.99,96 Spruce St,Dallas (TX),75001,Jul,14,2019-07-07T14:18:00Z
229511,Wired Headphones,1,11.99,200 Main St,Portland (OR),97035,Jul,8,2019-07-02T08:50:00Z
229512,USB-C Charging Cable,1,11.95,678 8th St,Boston (MA),02215,Jul,14,2019-07-02T14:28:00Z
229513,Wired Headphones,1,11.99,937 Forest St,Boston (MA),02215,Jul,14,2019-07-17T14:00:00Z
229514,Lightning Charging Cable,1,14.95,239 Johnson St,Seattle (WA),98101,Jul,0,2019-07-30T00:35:00Z
229515,AAA Batteries (4-pack),1,2.99,287 Hickory St,Atlanta (GA),30301,Jul,9,2019-07-18T09:59:00Z
229516,AA Batteries (4-pack),2,3.84,711 13th St,Portland (ME),04101,Jul,19,2019-07-08T19:53:00Z
229517,20in Monitor,1,109.99,644 Willow St,Los Angeles (CA),90001,Jul,19,2019-07-29T19:22:00Z
229518,AAA Batteries (4-pack),3,2.99,81 Elm St,Atlanta (GA),30301,Jul,23,2019-07-28T23:03:00Z
229519,Macbook Pro Laptop,1,1700,707 Walnut St,Austin (TX),73301,Jul,8,2019-07-29T08:36:00Z
229520,Apple Airpods Headphones,1,150,706 Madison St,Boston (MA),02215,Jul,23,2019-07-06T23:34:00Z
229521,Bose SoundSport Headphones,1,99.99,656 4th St,Boston (MA),02215,Jul,17,2019-07-16T17:46:00Z
229522,Bose SoundSport Headphones,1,99.99,413 Johnson St,San Francisco (CA),94016,Jul,23,2019-07-27T23:02:00Z
229523,Lightning Charging Cable,1,14.95,548 Jefferson St,New York City (NY),10001,Jul,17,2019-07-07T17:48:00Z
229524,Wired Headphones,1,11.99,123 Ridge St,Dallas (TX),75001,Jul,18,2019-07-28T18:35:00Z
229525,AA Batteries (4-pack),1,3.84,734 Center St,Seattle (WA),98101,Jul,19,2019-07-03T19:50:00Z
229526,Bose SoundSport Headphones,1,99.99,17 Highland St,Austin (TX),73301,Jul,12,2019-07-28T12:05:00Z
229527,Bose SoundSport Headphones,1,99.99,352 2nd St,Portland (OR),97035,Jul,14,2019-07-10T14:36:00Z
229528,Bose SoundSport Headphones,1,99.99,832 Madison St,Boston (MA),02215,Jul,6,2019-07-31T06:04:00Z
229529,AAA Batteries (4-pack),1,2.99,318 5th St,Los Angeles (CA),90001,Jul,8,2019-07-09T08:37:00Z
229530,27in FHD Monitor,1,149.99,89 Jackson St,New York City (NY),10001,Jul,17,2019-07-08T17:26:00Z
229531,AA Batteries (4-pack),1,3.84,84 7th St,Boston (MA),02215,Jul,14,2019-07-26T14:20:00Z
229532,AA Batteries (4-pack),1,3.84,404 Lake St,Los Angeles (CA),90001,Jul,11,2019-07-26T11:07:00Z
229533,27in 4K Gaming Monitor,1,389.99,80 13th St,Portland (OR),97035,Jul,7,2019-07-20T07:34:00Z
229533,Lightning Charging Cable,1,14.95,80 13th St,Portland (OR),97035,Jul,7,2019-07-20T07:34:00Z
229534,Wired Headphones,1,11.99,104 12th St,Atlanta (GA),30301,Jul,17,2019-07-17T17:03:00Z
229535,AAA Batteries (4-pack),3,2.99,470 Hill St,Dallas (TX),75001,Jul,23,2019-07-08T23:17:00Z
229536,Bose SoundSport Headphones,1,99.99,956 Willow St,Dallas (TX),75001,Jul,14,2019-07-26T14:02:00Z
229537,AAA Batteries (4-pack),1,2.99,109 Park St,Los Angeles (CA),90001,Jul,12,2019-07-06T12:15:00Z
229538,Lightning Charging Cable,2,14.95,630 9th St,Atlanta (GA),30301,Jul,20,2019-07-26T20:19:00Z
229539,Bose SoundSport Headphones,1,99.99,696 11th St,Dallas (TX),75001,Jul,12,2019-07-10T12:28:00Z
229540,27in 4K Gaming Monitor,1,389.99,74 River St,Portland (OR),97035,Jul,11,2019-07-13T11:11:00Z
229541,AA Batteries (4-pack),1,3.84,176 Madison St,San Francisco (CA),94016,Jul,16,2019-07-25T16:27:00Z
229542,Bose SoundSport Headphones,1,99.99,645 4th St,New York City (NY),10001,Jul,18,2019-07-07T18:00:00Z
229543,Lightning Charging Cable,1,14.95,387 10th St,Boston (MA),02215,Jul,13,2019-07-14T13:43:00Z
229544,34in Ultrawide Monitor,1,379.99,948 11th St,Boston (MA),02215,Jul,9,2019-07-09T09:36:00Z
229545,Macbook Pro Laptop,1,1700,65 1st St,New York City (NY),10001,Jul,17,2019-07-06T17:14:00Z
229546,Bose SoundSport Headphones,1,99.99,949 Maple St,San Francisco (CA),94016,Jul,16,2019-07-30T16:36:00Z
229547,27in 4K Gaming Monitor,1,389.99,970 Hill St,Dallas (TX),75001,Jul,21,2019-07-01T21:01:00Z
229548,AA Batteries (4-pack),1,3.84,170 Chestnut St,Atlanta (GA),30301,Jul,23,2019-07-04T23:10:00Z
229549,Lightning Charging Cable,1,14.95,814 Center St,Boston (MA),02215,Jul,15,2019-07-24T15:02:00Z
229550,Lightning Charging Cable,1,14.95,104 Lakeview St,Seattle (WA),98101,Jul,19,2019-07-12T19:21:00Z
229551,Bose SoundSport Headphones,1,99.99,141 Spruce St,Atlanta (GA),30301,Jul,10,2019-07-04T10:56:00Z
229552,AAA Batteries (4-pack),6,2.99,797 Adams St,Los Angeles (CA),90001,Jul,7,2019-07-11T07:30:00Z
229553,Bose SoundSport Headphones,1,99.99,597 1st St,San Francisco (CA),94016,Jul,13,2019-07-29T13:14:00Z
229554,ThinkPad Laptop,1,999.99,727 Main St,Los Angeles (CA),90001,Jul,16,2019-07-23T16:47:00Z
229555,Lightning Charging Cable,1,14.95,813 Cedar St,New York City (NY),10001,Jul,7,2019-07-13T07:48:00Z
229556,Bose SoundSport Headphones,1,99.99,952 4th St,Atlanta (GA),30301,Jul,20,2019-07-13T20:22:00Z
229557,Flatscreen TV,1,300,734 Dogwood St,San Francisco (CA),94016,Jul,12,2019-07-11T12:59:00Z
229558,Bose SoundSport Headphones,1,99.99,518 West St,New York City (NY),10001,Jul,17,2019-07-10T17:23:00Z
229559,ThinkPad Laptop,1,999.99,133 13th St,Dallas (TX),75001,Jul,16,2019-07-27T16:31:00Z
229560,Wired Headphones,1,11.99,362 Chestnut St,Los Angeles (CA),90001,Jul,16,2019-07-25T16:38:00Z
229561,USB-C Charging Cable,1,11.95,965 Pine St,New York City (NY),10001,Jul,9,2019-07-25T09:08:00Z
229562,Lightning Charging Cable,1,14.95,565 Wilson St,San Francisco (CA),94016,Jul,20,2019-07-17T20:03:00Z
229563,USB-C Charging Cable,1,11.95,984 River St,New York City (NY),10001,Jul,12,2019-07-18T12:55:00Z
229564,34in Ultrawide Monitor,1,379.99,466 7th St,Los Angeles (CA),90001,Jul,14,2019-07-16T14:44:00Z
229565,Bose SoundSport Headphones,1,99.99,718 8th St,Atlanta (GA),30301,Jul,1,2019-07-05T01:28:00Z
229566,Flatscreen TV,1,300,492 South St,Los Angeles (CA),90001,Jul,19,2019-07-28T19:20:00Z
229567,27in 4K Gaming Monitor,1,389.99,462 Chestnut St,Seattle (WA),98101,Jul,7,2019-07-28T07:10:00Z
229568,Apple Airpods Headphones,1,150,39 9th St,Dallas (TX),75001,Jul,6,2019-07-30T06:58:00Z
229569,AAA Batteries (4-pack),1,2.99,900 Lake St,New York City (NY),10001,Jul,10,2019-07-27T10:09:00Z
229570,iPhone,1,700,903 Jefferson St,San Francisco (CA),94016,Jul,15,2019-07-09T15:13:00Z
229571,Wired Headphones,1,11.99,764 Wilson St,Dallas (TX),75001,Jul,19,2019-07-07T19:47:00Z
229572,27in FHD Monitor,1,149.99,549 Ridge St,Atlanta (GA),30301,Jul,11,2019-07-01T11:01:00Z
229573,AAA Batteries (4-pack),1,2.99,552 Ridge St,New York City (NY),10001,Jul,15,2019-07-18T15:19:00Z
229574,Lightning Charging Cable,1,14.95,189 Highland St,Dallas (TX),75001,Jul,16,2019-07-13T16:31:00Z
229575,27in 4K Gaming Monitor,1,389.99,608 8th St,Atlanta (GA),30301,Jul,8,2019-07-19T08:56:00Z
229576,Flatscreen TV,1,300,745 Madison St,Boston (MA),02215,Jul,8,2019-07-17T08:21:00Z
229577,AAA Batteries (4-pack),5,2.99,156 Pine St,Portland (OR),97035,Jul,12,2019-07-18T12:29:00Z
229578,Wired Headphones,1,11.99,120 Ridge St,Austin (TX),73301,Jul,16,2019-07-07T16:18:00Z
229579,iPhone,1,700,349 Meadow St,San Francisco (CA),94016,Jul,18,2019-07-15T18:26:00Z
229580,27in 4K Gaming Monitor,1,389.99,58 4th St,Boston (MA),02215,Jul,14,2019-07-10T14:11:00Z
229581,27in FHD Monitor,1,149.99,871 Forest St,New York City (NY),10001,Jul,10,2019-07-09T10:52:00Z
229582,Wired Headphones,1,11.99,74 4th St,San Francisco (CA),94016,Jul,12,2019-07-26T12:27:00Z
229583,Macbook Pro Laptop,1,1700,538 Highland St,Seattle (WA),98101,Jul,13,2019-07-15T13:01:00Z
229584,iPhone,1,700,334 Center St,San Francisco (CA),94016,Jul,13,2019-07-21T13:06:00Z
229585,Wired Headphones,1,11.99,589 Lincoln St,Atlanta (GA),30301,Jul,8,2019-07-04T08:39:00Z
229586,AAA Batteries (4-pack),2,2.99,5 Lake St,Dallas (TX),75001,Jul,19,2019-07-13T19:18:00Z
229587,AAA Batteries (4-pack),1,2.99,542 8th St,Seattle (WA),98101,Jul,22,2019-07-06T22:28:00Z
229588,Bose SoundSport Headphones,1,99.99,725 5th St,Dallas (TX),75001,Jul,12,2019-07-28T12:35:00Z
229589,Wired Headphones,1,11.99,2 13th St,Austin (TX),73301,Jul,23,2019-07-21T23:31:00Z
229589,AAA Batteries (4-pack),1,2.99,2 13th St,Austin (TX),73301,Jul,23,2019-07-21T23:31:00Z
229590,Apple Airpods Headphones,1,150,857 14th St,Los Angeles (CA),90001,Jul,10,2019-07-24T10:33:00Z
229590,USB-C Charging Cable,1,11.95,857 14th St,Los Angeles (CA),90001,Jul,10,2019-07-24T10:33:00Z
229591,20in Monitor,1,109.99,950 Dogwood St,Portland (OR),97035,Jul,15,2019-07-25T15:03:00Z
229592,Wired Headphones,1,11.99,205 5th St,Dallas (TX),75001,Jul,21,2019-07-04T21:52:00Z
229593,AA Batteries (4-pack),1,3.84,516 6th St,Atlanta (GA),30301,Jul,9,2019-07-23T09:20:00Z
229594,Apple Airpods Headphones,1,150,523 12th St,Atlanta (GA),30301,Jul,8,2019-07-15T08:01:00Z
229595,USB-C Charging Cable,1,11.95,657 2nd St,New York City (NY),10001,Jul,18,2019-07-24T18:09:00Z
229596,AAA Batteries (4-pack),1,2.99,934 6th St,Portland (OR),97035,Jul,10,2019-07-10T10:37:00Z
229597,ThinkPad Laptop,1,999.99,324 10th St,Los Angeles (CA),90001,Jul,18,2019-07-31T18:12:00Z
229598,AAA Batteries (4-pack),1,2.99,677 Highland St,Austin (TX),73301,Jul,11,2019-07-27T11:40:00Z
229599,Apple Airpods Headphones,1,150,509 Hickory St,Austin (TX),73301,Jul,10,2019-07-11T10:09:00Z
229600,Google Phone,1,600,44 Washington St,Boston (MA),02215,Jul,9,2019-07-22T09:23:00Z
229601,AAA Batteries (4-pack),1,2.99,58 Hill St,Portland (OR),97035,Jul,19,2019-07-26T19:11:00Z
229602,Macbook Pro Laptop,1,1700,163 7th St,San Francisco (CA),94016,Jul,20,2019-07-11T20:19:00Z
229603,USB-C Charging Cable,1,11.95,642 Lakeview St,Austin (TX),73301,Jul,14,2019-07-19T14:03:00Z
229604,Lightning Charging Cable,2,14.95,994 Ridge St,Seattle (WA),98101,Jul,11,2019-07-29T11:39:00Z
229605,Wired Headphones,1,11.99,239 13th St,New York City (NY),10001,Jul,8,2019-07-21T08:12:00Z
229606,AAA Batteries (4-pack),1,2.99,395 Adams St,Dallas (TX),75001,Jul,11,2019-07-20T11:44:00Z
229607,Bose SoundSport Headphones,1,99.99,284 Wilson St,Los Angeles (CA),90001,Jul,15,2019-07-06T15:21:00Z
229608,Apple Airpods Headphones,1,150,4 Cedar St,Portland (OR),97035,Jul,20,2019-07-28T20:07:00Z
229609,USB-C Charging Cable,1,11.95,933 North St,Atlanta (GA),30301,Jul,17,2019-07-10T17:22:00Z
229610,AA Batteries (4-pack),1,3.84,158 Maple St,Dallas (TX),75001,Jul,10,2019-07-08T10:39:00Z
229611,Bose SoundSport Headphones,1,99.99,793 Pine St,San Francisco (CA),94016,Jul,0,2019-07-26T00:13:00Z
229612,Lightning Charging Cable,1,14.95,696 Main St,Dallas (TX),75001,Jul,20,2019-07-20T20:37:00Z
229613,Lightning Charging Cable,1,14.95,715 North St,Boston (MA),02215,Jul,12,2019-07-19T12:42:00Z
229614,AAA Batteries (4-pack),1,2.99,706 South St,San Francisco (CA),94016,Jul,20,2019-07-16T20:13:00Z
229615,Lightning Charging Cable,1,14.95,983 14th St,Dallas (TX),75001,Jul,18,2019-07-15T18:10:00Z
229616,Wired Headphones,1,11.99,175 9th St,New York City (NY),10001,Jul,15,2019-07-27T15:38:00Z
229617,AA Batteries (4-pack),1,3.84,890 River St,San Francisco (CA),94016,Jul,10,2019-07-13T10:12:00Z
229618,AAA Batteries (4-pack),2,2.99,395 Lincoln St,San Francisco (CA),94016,Jul,11,2019-07-11T11:31:00Z
229619,AAA Batteries (4-pack),3,2.99,525 Wilson St,San Francisco (CA),94016,Jul,17,2019-07-10T17:17:00Z
229620,Lightning Charging Cable,1,14.95,709 Forest St,Dallas (TX),75001,Jul,9,2019-07-17T09:39:00Z
229621,Wired Headphones,1,11.99,297 9th St,Seattle (WA),98101,Jul,3,2019-07-28T03:09:00Z
229622,Wired Headphones,1,11.99,213 Elm St,Los Angeles (CA),90001,Jul,13,2019-07-19T13:15:00Z
229623,Apple Airpods Headphones,1,150,99 Hickory St,New York City (NY),10001,Jul,15,2019-07-17T15:18:00Z
229624,Bose SoundSport Headphones,1,99.99,734 North St,San Francisco (CA),94016,Jul,4,2019-07-18T04:56:00Z
229625,27in FHD Monitor,1,149.99,838 South St,Boston (MA),02215,Jul,14,2019-07-16T14:27:00Z
229625,Wired Headphones,1,11.99,838 South St,Boston (MA),02215,Jul,14,2019-07-16T14:27:00Z
229626,Lightning Charging Cable,1,14.95,769 Lincoln St,San Francisco (CA),94016,Jul,14,2019-07-14T14:45:00Z
229627,iPhone,1,700,149 River St,Boston (MA),02215,Jul,17,2019-07-01T17:27:00Z
229628,Lightning Charging Cable,1,14.95,417 Pine St,Boston (MA),02215,Jul,21,2019-07-31T21:56:00Z
229629,AAA Batteries (4-pack),4,2.99,581 Lakeview St,Los Angeles (CA),90001,Jul,2,2019-07-29T02:26:00Z
229630,AAA Batteries (4-pack),1,2.99,370 Hill St,Austin (TX),73301,Jul,12,2019-07-02T12:22:00Z
229631,AAA Batteries (4-pack),1,2.99,126 2nd St,San Francisco (CA),94016,Jul,12,2019-07-26T12:24:00Z
229632,34in Ultrawide Monitor,1,379.99,645 Church St,Los Angeles (CA),90001,Jul,11,2019-07-20T11:28:00Z
229633,USB-C Charging Cable,1,11.95,446 5th St,Portland (OR),97035,Jul,0,2019-07-10T00:01:00Z
229634,Google Phone,1,600,983 6th St,New York City (NY),10001,Jul,20,2019-07-24T20:39:00Z
229634,USB-C Charging Cable,1,11.95,983 6th St,New York City (NY),10001,Jul,20,2019-07-24T20:39:00Z
229635,USB-C Charging Cable,1,11.95,672 Cherry St,New York City (NY),10001,Jul,10,2019-07-28T10:50:00Z
229636,Wired Headphones,1,11.99,3 11th St,San Francisco (CA),94016,Jul,16,2019-07-14T16:01:00Z
229637,Lightning Charging Cable,1,14.95,174 Lake St,New York City (NY),10001,Jul,15,2019-07-11T15:27:00Z
229638,AAA Batteries (4-pack),2,2.99,573 Sunset St,New York City (NY),10001,Jul,10,2019-07-01T10:51:00Z
229639,USB-C Charging Cable,1,11.95,856 Sunset St,Boston (MA),02215,Jul,10,2019-07-27T10:33:00Z
229640,34in Ultrawide Monitor,1,379.99,515 South St,Portland (OR),97035,Jul,22,2019-07-03T22:19:00Z
229641,Wired Headphones,1,11.99,871 7th St,Austin (TX),73301,Jul,14,2019-07-15T14:44:00Z
229642,27in FHD Monitor,1,149.99,581 Cherry St,Los Angeles (CA),90001,Jul,15,2019-07-09T15:12:00Z
229643,Google Phone,1,600,249 Johnson St,Dallas (TX),75001,Jul,20,2019-07-16T20:54:00Z
229644,Apple Airpods Headphones,1,150,913 Center St,San Francisco (CA),94016,Jul,11,2019-07-20T11:03:00Z
229645,Lightning Charging Cable,1,14.95,333 2nd St,New York City (NY),10001,Jul,12,2019-07-09T12:19:00Z
229646,34in Ultrawide Monitor,1,379.99,628 Maple St,Seattle (WA),98101,Jul,20,2019-07-20T20:21:00Z
229646,USB-C Charging Cable,1,11.95,628 Maple St,Seattle (WA),98101,Jul,20,2019-07-20T20:21:00Z
229647,Wired Headphones,3,11.99,846 4th St,Los Angeles (CA),90001,Jul,19,2019-07-17T19:14:00Z
229648,AA Batteries (4-pack),1,3.84,224 Cherry St,Boston (MA),02215,Jul,18,2019-07-13T18:33:00Z
229649,AAA Batteries (4-pack),1,2.99,74 14th St,Atlanta (GA),30301,Jul,12,2019-07-27T12:01:00Z
229650,AA Batteries (4-pack),1,3.84,941 Lincoln St,San Francisco (CA),94016,Jul,21,2019-07-27T21:07:00Z
229651,AA Batteries (4-pack),1,3.84,761 4th St,Dallas (TX),75001,Jul,9,2019-07-06T09:27:00Z
229652,Apple Airpods Headphones,1,150,809 River St,San Francisco (CA),94016,Jul,20,2019-07-06T20:30:00Z
229653,Wired Headphones,1,11.99,628 Johnson St,Portland (OR),97035,Jul,15,2019-07-13T15:49:00Z
229654,Apple Airpods Headphones,1,150,605 14th St,Dallas (TX),75001,Jul,11,2019-07-17T11:14:00Z
229655,AAA Batteries (4-pack),4,2.99,370 Jefferson St,New York City (NY),10001,Jul,15,2019-07-16T15:46:00Z
229656,27in FHD Monitor,1,149.99,95 Hickory St,San Francisco (CA),94016,Jul,8,2019-07-06T08:04:00Z
229657,Apple Airpods Headphones,1,150,407 South St,New York City (NY),10001,Jul,18,2019-07-10T18:58:00Z
229658,iPhone,1,700,11 Elm St,New York City (NY),10001,Jul,19,2019-07-13T19:05:00Z
